city,city_ascii,state_id,state_name,county_fips,county_name,county_fips_all,county_name_all,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Centerville,Centerville,MN,Minnesota,27003,Anoka,27003,Anoka,45.164,-93.054,4009,728,polygon,FALSE,TRUE,America/Chicago,3,55038,1840042193
Nett Lake,Nett Lake,MN,Minnesota,27137,St. Louis,27137|27071,St. Louis|Koochiching,48.1146,-93.0811,339,76,polygon,FALSE,FALSE,America/Chicago,3,55771 55772,1840117623
Garvin,Garvin,MN,Minnesota,27083,Lyon,27083,Lyon,44.2142,-95.7607,133,183,polygon,FALSE,TRUE,America/Chicago,3,56132,1840042403
Beaver Bay,Beaver Bay,MN,Minnesota,27075,Lake,27075,Lake,47.2561,-91.3061,171,82,polygon,FALSE,TRUE,America/Chicago,3,55614 55601,1840043604
Woodland,Woodland,MN,Minnesota,27053,Hennepin,27053,Hennepin,44.9503,-93.5139,480,321,polygon,FALSE,TRUE,America/Chicago,3,55391,1840043173
Kandiyohi,Kandiyohi,MN,Minnesota,27067,Kandiyohi,27067,Kandiyohi,45.1315,-94.9331,482,494,polygon,FALSE,TRUE,America/Chicago,3,56251,1840042559
Isle,Isle,MN,Minnesota,27095,Mille Lacs,27095,Mille Lacs,46.1398,-93.4597,798,121,polygon,FALSE,TRUE,America/Chicago,3,56342 56386,1840042541
Belle Plaine,Belle Plaine,MN,Minnesota,27139,Scott,27139,Scott,44.6189,-93.7644,6599,463,polygon,FALSE,TRUE,America/Chicago,3,56011,1840042091
Goodridge,Goodridge,MN,Minnesota,27113,Pennington,27113,Pennington,48.1442,-95.8039,130,266,polygon,FALSE,TRUE,America/Chicago,3,56725,1840042430
Faribault,Faribault,MN,Minnesota,27131,Rice,27131,Rice,44.2985,-93.2787,24101,604,polygon,FALSE,TRUE,America/Chicago,3,55021,1840042358
Lewisville,Lewisville,MN,Minnesota,27165,Watonwan,27165,Watonwan,43.9241,-94.434,243,393,polygon,FALSE,TRUE,America/Chicago,3,56060,1840042628
Harris,Harris,MN,Minnesota,27025,Chisago,27025,Chisago,45.5976,-92.9869,1156,22,polygon,FALSE,TRUE,America/Chicago,3,55069 55032,1840042477
Bovey,Bovey,MN,Minnesota,27061,Itasca,27061,Itasca,47.2962,-93.4036,791,133,polygon,FALSE,TRUE,America/Chicago,3,55786 55709,1840043614
Chaska,Chaska,MN,Minnesota,27019,Carver,27019,Carver,44.8164,-93.6092,26561,603,polygon,FALSE,TRUE,America/Chicago,3,55318,1840042198
Vineland,Vineland,MN,Minnesota,27095,Mille Lacs,27095,Mille Lacs,46.1832,-93.7823,887,36,polygon,FALSE,FALSE,America/Chicago,3,56359,1840110668
Elysian,Elysian,MN,Minnesota,27079,Le Sueur,27079,Le Sueur,44.2067,-93.6765,726,234,polygon,FALSE,TRUE,America/Chicago,3,56028,1840042339
Stanchfield,Stanchfield,MN,Minnesota,27059,Isanti,27059,Isanti,45.665,-93.1815,74,53,polygon,FALSE,FALSE,America/Chicago,3,55080,1840117509
Erskine,Erskine,MN,Minnesota,27119,Polk,27119,Polk,47.6648,-96.0125,484,254,polygon,FALSE,TRUE,America/Chicago,3,56535,1840042344
West St. Paul,West St. Paul,MN,Minnesota,27037,Dakota,27037,Dakota,44.9018,-93.0858,19767,1554,polygon,FALSE,TRUE,America/Chicago,3,55118,1840043140
Villard,Villard,MN,Minnesota,27121,Pope,27121,Pope,45.7141,-95.2692,248,123,polygon,FALSE,TRUE,America/Chicago,3,56385,1840043093
Spring Park,Spring Park,MN,Minnesota,27053,Hennepin,27053,Hennepin,44.9361,-93.6326,1799,1976,polygon,FALSE,TRUE,America/Chicago,3,55384,1840043023
Rushmore,Rushmore,MN,Minnesota,27105,Nobles,27105,Nobles,43.6197,-95.799,339,515,polygon,FALSE,TRUE,America/Chicago,3,56168,1840042940
Delhi,Delhi,MN,Minnesota,27127,Redwood,27127,Redwood,44.598,-95.2134,64,32,polygon,FALSE,TRUE,America/Chicago,3,56283,1840042282
Virginia,Virginia,MN,Minnesota,27137,St. Louis,27137,St. Louis,47.5169,-92.5128,12551,174,polygon,FALSE,TRUE,America/Chicago,3,55792 55777,1840043890
Rose Creek,Rose Creek,MN,Minnesota,27099,Mower,27099,Mower,43.6046,-92.8297,419,326,polygon,FALSE,TRUE,America/Chicago,3,55970,1840042922
Greenbush,Greenbush,MN,Minnesota,27135,Roseau,27135,Roseau,48.701,-96.1835,709,179,polygon,FALSE,TRUE,America/Chicago,3,56726,1840042446
Adams,Adams,MN,Minnesota,27099,Mower,27099,Mower,43.5654,-92.719,786,302,polygon,FALSE,TRUE,America/Chicago,3,55909,1840042018
Kennedy,Kennedy,MN,Minnesota,27069,Kittson,27069,Kittson,48.6429,-96.9106,175,167,polygon,FALSE,TRUE,America/Chicago,3,56733,1840042565
Grove City,Grove City,MN,Minnesota,27093,Meeker,27093,Meeker,45.148,-94.6815,613,359,polygon,FALSE,TRUE,America/Chicago,3,56243,1840042454
Coon Rapids,Coon Rapids,MN,Minnesota,27003,Anoka,27003,Anoka,45.1755,-93.3095,62656,1070,polygon,FALSE,TRUE,America/Chicago,3,55433 55448,1840042237
Pine Island,Pine Island,MN,Minnesota,27049,Goodhue,27049|27109,Goodhue|Olmsted,44.197,-92.6164,3038,222,polygon,FALSE,TRUE,America/Chicago,3,55963,1840042853
Tower,Tower,MN,Minnesota,27137,St. Louis,27137,St. Louis,47.8103,-92.2832,493,63,polygon,FALSE,TRUE,America/Chicago,3,55790,1840043887
Beltrami,Beltrami,MN,Minnesota,27119,Polk,27119,Polk,47.5425,-96.5271,102,19,polygon,FALSE,TRUE,America/Chicago,3,56517,1840042096
The Ranch,The Ranch,MN,Minnesota,27087,Mahnomen,27087,Mahnomen,47.3198,-95.6952,2,2,polygon,FALSE,TRUE,America/Chicago,3,56557,1840115223
Glenwood,Glenwood,MN,Minnesota,27121,Pope,27121,Pope,45.6517,-95.3643,2527,175,polygon,FALSE,TRUE,America/Chicago,3,56334,1840042421
Turtle River,Turtle River,MN,Minnesota,27007,Beltrami,27007,Beltrami,47.5882,-94.7581,76,26,polygon,FALSE,TRUE,America/Chicago,3,56601,1840043718
Danube,Danube,MN,Minnesota,27129,Renville,27129,Renville,44.791,-95.1029,463,366,polygon,FALSE,TRUE,America/Chicago,3,56230,1840042264
Fish Lake,Fish Lake,MN,Minnesota,27063,Jackson,27063,Jackson,43.8404,-95.0477,121,51,polygon,FALSE,TRUE,America/Chicago,3,56101,1840115218
Good Thunder,Good Thunder,MN,Minnesota,27013,Blue Earth,27013,Blue Earth,44.0067,-94.0703,574,353,polygon,FALSE,TRUE,America/Chicago,3,56037,1840042427
Porter,Porter,MN,Minnesota,27173,Yellow Medicine,27173,Yellow Medicine,44.642,-96.1693,176,30,polygon,FALSE,TRUE,America/Chicago,3,56280,1840042869
Forada,Forada,MN,Minnesota,27041,Douglas,27041,Douglas,45.7884,-95.3567,190,145,polygon,FALSE,TRUE,America/Chicago,3,56308,1840042376
Roy Lake,Roy Lake,MN,Minnesota,27029,Clearwater,27029|27087,Clearwater|Mahnomen,47.3176,-95.5428,11,9,polygon,FALSE,FALSE,America/Chicago,3,56557,1840115222
Dumont,Dumont,MN,Minnesota,27155,Traverse,27155,Traverse,45.7174,-96.4231,90,80,polygon,FALSE,TRUE,America/Chicago,3,56236,1840042302
International Falls,International Falls,MN,Minnesota,27071,Koochiching,27071,Koochiching,48.5884,-93.4083,6581,361,polygon,FALSE,TRUE,America/Winnipeg,3,56649 56679,1840042535
Brookston,Brookston,MN,Minnesota,27137,St. Louis,27137,St. Louis,46.8654,-92.6028,140,100,polygon,FALSE,TRUE,America/Chicago,3,55711,1840043767
Hopkins,Hopkins,MN,Minnesota,27053,Hennepin,27053,Hennepin,44.9261,-93.4056,18678,1770,polygon,FALSE,TRUE,America/Chicago,3,55305 55343,1840042524
Warroad,Warroad,MN,Minnesota,27135,Roseau,27135,Roseau,48.9169,-95.3272,1763,224,polygon,FALSE,TRUE,America/Chicago,3,56763,1840043113
Zumbrota,Zumbrota,MN,Minnesota,27049,Goodhue,27049,Goodhue,44.295,-92.6734,3314,481,polygon,FALSE,TRUE,America/Chicago,3,55992,1840043185
Funkley,Funkley,MN,Minnesota,27007,Beltrami,27007,Beltrami,47.786,-94.4266,5,2,polygon,FALSE,TRUE,America/Chicago,3,56630,1840043643
Evan,Evan,MN,Minnesota,27015,Brown,27015,Brown,44.3549,-94.8361,86,32,polygon,FALSE,TRUE,America/Chicago,3,56266 56085,1840042349
Backus,Backus,MN,Minnesota,27021,Cass,27021,Cass,46.8207,-94.5148,250,155,polygon,FALSE,TRUE,America/Chicago,3,56435,1840043600
Cambridge,Cambridge,MN,Minnesota,27059,Isanti,27059,Isanti,45.5612,-93.2283,15486,455,polygon,FALSE,TRUE,America/Chicago,3,55008,1840042173
Fertile,Fertile,MN,Minnesota,27119,Polk,27119,Polk,47.5339,-96.2893,833,154,polygon,FALSE,TRUE,America/Chicago,3,56540,1840042365
Onamia,Onamia,MN,Minnesota,27095,Mille Lacs,27095,Mille Lacs,46.07,-93.6676,861,350,polygon,FALSE,TRUE,America/Chicago,3,56359,1840042802
St. Michael,St. Michael,MN,Minnesota,27171,Wright,27171,Wright,45.2014,-93.692,17565,207,polygon,FALSE,TRUE,America/Chicago,3,55313 55376,1840042965
Gary,Gary,MN,Minnesota,27107,Norman,27107,Norman,47.3725,-96.2656,209,250,polygon,FALSE,TRUE,America/Chicago,3,56545,1840042404
Royalton,Royalton,MN,Minnesota,27097,Morrison,27097,Morrison,45.8302,-94.2931,1208,241,polygon,FALSE,TRUE,America/Chicago,3,56373,1840042935
Goodhue,Goodhue,MN,Minnesota,27049,Goodhue,27049,Goodhue,44.4007,-92.6255,1176,493,polygon,FALSE,TRUE,America/Chicago,3,55027,1840042428
Shelly,Shelly,MN,Minnesota,27107,Norman,27107,Norman,47.4583,-96.8198,184,336,polygon,FALSE,TRUE,America/Chicago,3,56581,1840042994
Henning,Henning,MN,Minnesota,27111,Otter Tail,27111,Otter Tail,46.3233,-95.4424,810,94,polygon,FALSE,TRUE,America/Chicago,3,56551,1840042497
Lindstrom,Lindstrom,MN,Minnesota,27025,Chisago,27025,Chisago,45.3871,-92.8477,8664,469,polygon,FALSE,TRUE,America/Chicago,3,55045,1840042634
Madison Lake,Madison Lake,MN,Minnesota,27013,Blue Earth,27013,Blue Earth,44.2044,-93.8161,1163,424,polygon,FALSE,TRUE,America/Chicago,3,56063,1840042663
Vergas,Vergas,MN,Minnesota,27111,Otter Tail,27111,Otter Tail,46.6549,-95.8038,350,93,polygon,FALSE,TRUE,America/Chicago,3,56587,1840043084
Grand Meadow,Grand Meadow,MN,Minnesota,27099,Mower,27099,Mower,43.7058,-92.5705,1164,686,polygon,FALSE,TRUE,America/Chicago,3,55936,1840042436
Carver,Carver,MN,Minnesota,27019,Carver,27019,Carver,44.7598,-93.6302,4861,431,polygon,FALSE,TRUE,America/Chicago,3,55315,1840042184
Gonvick,Gonvick,MN,Minnesota,27029,Clearwater,27029,Clearwater,47.7391,-95.5125,286,84,polygon,FALSE,TRUE,America/Chicago,3,56644,1840042426
Lutsen,Lutsen,MN,Minnesota,27031,Cook,27031,Cook,47.6715,-90.6885,285,10,polygon,FALSE,FALSE,America/Chicago,3,55612,1840117500
Minneapolis,Minneapolis,MN,Minnesota,27053,Hennepin,27053,Hennepin,44.9635,-93.2678,2926757,3019,polygon,FALSE,TRUE,America/Chicago,1,55403 55409 55408 55407 55406 55405 55404 55402 55401 55430 55454 55455 55418 55419 55410 55411 55412 55413 55414 55415 55416 55417 55440 55458 55459 55460 55467 55470 55472 55474 55478 55479 55480 55483 55484 55485 55486 55487 55488,1840043593
Bigfork,Bigfork,MN,Minnesota,27061,Itasca,27061,Itasca,47.7473,-93.6525,445,93,polygon,FALSE,TRUE,America/Chicago,3,56628,1840043609
Randolph,Randolph,MN,Minnesota,27037,Dakota,27037,Dakota,44.526,-93.0198,452,189,polygon,FALSE,TRUE,America/Chicago,3,55009 55065,1840042883
Effie,Effie,MN,Minnesota,27061,Itasca,27061,Itasca,47.8412,-93.6377,118,12,polygon,FALSE,TRUE,America/Chicago,3,56639,1840043635
Middle River,Middle River,MN,Minnesota,27089,Marshall,27089,Marshall,48.4349,-96.1617,298,231,polygon,FALSE,TRUE,America/Chicago,3,56737,1840042712
Grand Marais,Grand Marais,MN,Minnesota,27031,Cook,27031,Cook,47.7586,-90.3443,1359,180,polygon,FALSE,TRUE,America/Chicago,3,55604,1840043645
Walker,Walker,MN,Minnesota,27021,Cass,27021,Cass,47.0891,-94.5853,932,140,polygon,FALSE,TRUE,America/Chicago,3,56484,1840043722
Gibbon,Gibbon,MN,Minnesota,27143,Sibley,27143,Sibley,44.5333,-94.5242,746,434,polygon,FALSE,TRUE,America/Chicago,3,55335,1840042415
Buffalo,Buffalo,MN,Minnesota,27171,Wright,27171,Wright,45.1794,-93.8644,16744,863,polygon,FALSE,TRUE,America/Chicago,3,55313,1840042160
Shafer,Shafer,MN,Minnesota,27025,Chisago,27025,Chisago,45.3901,-92.7531,1074,330,polygon,FALSE,TRUE,America/Chicago,3,55074,1840042991
Merrifield,Merrifield,MN,Minnesota,27035,Crow Wing,27035,Crow Wing,46.4673,-94.1746,96,68,polygon,FALSE,FALSE,America/Chicago,3,56468 56465,1840117503
Babbitt,Babbitt,MN,Minnesota,27137,St. Louis,27137,St. Louis,47.6445,-91.9458,1505,5,polygon,FALSE,TRUE,America/Chicago,3,55706,1840043756
Nelson,Nelson,MN,Minnesota,27041,Douglas,27041,Douglas,45.8865,-95.2648,191,112,polygon,FALSE,TRUE,America/Chicago,3,56355,1840042753
Le Sueur,Le Sueur,MN,Minnesota,27079,Le Sueur,27079,Le Sueur,44.4704,-93.9025,3718,299,polygon,FALSE,TRUE,America/Chicago,3,56058,1840043382
Rushford,Rushford,MN,Minnesota,27045,Fillmore,27045,Fillmore,43.8131,-91.7535,1715,401,polygon,FALSE,TRUE,America/Chicago,3,55971,1840042938
Emily,Emily,MN,Minnesota,27035,Crow Wing,27035,Crow Wing,46.7602,-93.9665,840,10,polygon,FALSE,TRUE,America/Chicago,3,56447,1840043636
Conger,Conger,MN,Minnesota,27047,Freeborn,27047,Freeborn,43.6153,-93.5281,141,418,polygon,FALSE,TRUE,America/Chicago,3,56009 56020,1840042235
Farmington,Farmington,MN,Minnesota,27037,Dakota,27037,Dakota,44.6572,-93.1687,23067,609,polygon,FALSE,TRUE,America/Chicago,3,55024,1840042360
Wyoming,Wyoming,MN,Minnesota,27025,Chisago,27025,Chisago,45.3365,-92.9766,7887,147,polygon,FALSE,TRUE,America/Chicago,3,55079 55092 55013 55025,1840043182
Felton,Felton,MN,Minnesota,27027,Clay,27027,Clay,47.0749,-96.5058,174,66,polygon,FALSE,TRUE,America/Chicago,3,56536,1840042362
Alberta,Alberta,MN,Minnesota,27149,Stevens,27149,Stevens,45.5749,-96.0505,96,141,polygon,FALSE,TRUE,America/Chicago,3,56207,1840042024
Waverly,Waverly,MN,Minnesota,27171,Wright,27171,Wright,45.065,-93.9663,1450,319,polygon,FALSE,TRUE,America/Chicago,3,55390,1840043124
Osseo,Osseo,MN,Minnesota,27053,Hennepin,27053,Hennepin,45.1179,-93.3992,2768,1439,polygon,FALSE,TRUE,America/Chicago,3,55369 55569,1840042813
Leonidas,Leonidas,MN,Minnesota,27137,St. Louis,27137,St. Louis,47.4681,-92.5679,51,14,polygon,FALSE,TRUE,America/Chicago,3,55734,1840043831
Lake Benton,Lake Benton,MN,Minnesota,27081,Lincoln,27081,Lincoln,44.2644,-96.2918,640,62,polygon,FALSE,TRUE,America/Chicago,3,56149,1840042590
Lakefield,Lakefield,MN,Minnesota,27063,Jackson,27063,Jackson,43.678,-95.1695,1626,469,polygon,FALSE,TRUE,America/Chicago,3,56150,1840042602
Becker,Becker,MN,Minnesota,27141,Sherburne,27141,Sherburne,45.3814,-93.8737,4157,177,polygon,FALSE,TRUE,America/Chicago,3,55308,1840042086
La Crescent,La Crescent,MN,Minnesota,27055,Houston,27055,Houston,43.8299,-91.3042,5028,582,polygon,FALSE,TRUE,America/Chicago,3,55947,1840042585
Cottonwood,Cottonwood,MN,Minnesota,27083,Lyon,27083,Lyon,44.6105,-95.6721,1239,480,polygon,FALSE,TRUE,America/Chicago,3,56229,1840042246
North Oaks,North Oaks,MN,Minnesota,27123,Ramsey,27123,Ramsey,45.1002,-93.0881,5207,290,polygon,FALSE,TRUE,America/Chicago,3,55127,1840042781
Dodge Center,Dodge Center,MN,Minnesota,27039,Dodge,27039,Dodge,44.0289,-92.8508,2692,500,polygon,FALSE,TRUE,America/Chicago,3,55927,1840042290
Magnolia,Magnolia,MN,Minnesota,27133,Rock,27133,Rock,43.6441,-96.0752,214,103,polygon,FALSE,TRUE,America/Chicago,3,56158,1840042664
Racine,Racine,MN,Minnesota,27099,Mower,27099,Mower,43.7755,-92.481,547,316,polygon,FALSE,TRUE,America/Chicago,3,55967,1840042879
Cobden,Cobden,MN,Minnesota,27015,Brown,27015,Brown,44.2825,-94.8466,36,14,polygon,FALSE,TRUE,America/Chicago,3,56085,1840042226
Silver Creek,Silver Creek,MN,Minnesota,27171,Wright,27171,Wright,45.3127,-93.9827,244,63,polygon,FALSE,FALSE,America/Chicago,3,55358,1840117507
Canby,Canby,MN,Minnesota,27173,Yellow Medicine,27173,Yellow Medicine,44.7157,-96.269,1701,290,polygon,FALSE,TRUE,America/Chicago,3,56220,1840042175
Ellendale,Ellendale,MN,Minnesota,27147,Steele,27147,Steele,43.8727,-93.2993,690,319,polygon,FALSE,TRUE,America/Chicago,3,56026,1840042334
Willernie,Willernie,MN,Minnesota,27163,Washington,27163,Washington,45.054,-92.9571,508,1567,polygon,FALSE,TRUE,America/Chicago,3,55090 55115,1840043154
Alexandria,Alexandria,MN,Minnesota,27041,Douglas,27041,Douglas,45.8777,-95.3766,20851,304,polygon,FALSE,TRUE,America/Chicago,3,56308,1840042029
Elko New Market,Elko New Market,MN,Minnesota,27139,Scott,27139,Scott,44.5667,-93.3381,4484,536,polygon,FALSE,TRUE,America/Chicago,3,55020 55054,1840108512
Florence,Florence,MN,Minnesota,27083,Lyon,27083,Lyon,44.236,-96.0531,38,64,polygon,FALSE,TRUE,America/Chicago,3,56170,1840042373
Donaldson,Donaldson,MN,Minnesota,27069,Kittson,27069,Kittson,48.5749,-96.8992,39,21,polygon,FALSE,TRUE,America/Chicago,3,56720,1840042291
Redwood Falls,Redwood Falls,MN,Minnesota,27127,Redwood,27127,Redwood,44.5471,-95.1031,4708,366,polygon,FALSE,TRUE,America/Chicago,3,56283,1840042892
Taopi,Taopi,MN,Minnesota,27099,Mower,27099,Mower,43.5575,-92.6404,60,59,polygon,FALSE,TRUE,America/Chicago,3,55977,1840043055
St. Charles,St. Charles,MN,Minnesota,27169,Winona,27169,Winona,43.9692,-92.0591,2995,392,polygon,FALSE,TRUE,America/Chicago,3,55972,1840042953
Vining,Vining,MN,Minnesota,27111,Otter Tail,27111,Otter Tail,46.2612,-95.5342,78,23,polygon,FALSE,TRUE,America/Chicago,3,56588,1840043094
Hoffman,Hoffman,MN,Minnesota,27051,Grant,27051,Grant,45.8341,-95.787,676,121,polygon,FALSE,TRUE,America/Chicago,3,56339,1840042513
Leonard,Leonard,MN,Minnesota,27029,Clearwater,27029,Clearwater,47.6513,-95.267,42,35,polygon,FALSE,TRUE,America/Chicago,3,56652,1840042624
Avoca,Avoca,MN,Minnesota,27101,Murray,27101,Murray,43.949,-95.6465,138,55,polygon,FALSE,TRUE,America/Chicago,3,56114,1840042064
Kenyon,Kenyon,MN,Minnesota,27049,Goodhue,27049,Goodhue,44.2726,-92.9858,1806,301,polygon,FALSE,TRUE,America/Chicago,3,55946,1840042569
Longville,Longville,MN,Minnesota,27021,Cass,27021,Cass,46.9877,-94.212,150,68,polygon,FALSE,TRUE,America/Chicago,3,56655,1840043665
Roosevelt,Roosevelt,MN,Minnesota,27135,Roseau,27135,Roseau,48.807,-95.101,141,53,polygon,FALSE,TRUE,America/Chicago,3,56673,1840042919
Taconite,Taconite,MN,Minnesota,27061,Itasca,27061,Itasca,47.3315,-93.3758,633,8,polygon,FALSE,TRUE,America/Chicago,3,55786 55709 55764,1840043712
Long Beach,Long Beach,MN,Minnesota,27121,Pope,27121,Pope,45.6509,-95.4294,409,109,polygon,FALSE,TRUE,America/Chicago,3,56334,1840042647
Morgan,Morgan,MN,Minnesota,27127,Redwood,27127,Redwood,44.4158,-94.9248,850,594,polygon,FALSE,TRUE,America/Chicago,3,56266,1840042738
Hawley,Hawley,MN,Minnesota,27027,Clay,27027,Clay,46.877,-96.318,2190,344,polygon,FALSE,TRUE,America/Chicago,3,56549,1840042484
New Trier,New Trier,MN,Minnesota,27037,Dakota,27037,Dakota,44.604,-92.9328,109,231,polygon,FALSE,TRUE,America/Chicago,3,55031,1840042764
Henderson,Henderson,MN,Minnesota,27143,Sibley,27143,Sibley,44.5278,-93.9091,914,329,polygon,FALSE,TRUE,America/Chicago,3,56044,1840042494
Marble,Marble,MN,Minnesota,27061,Itasca,27061,Itasca,47.328,-93.294,677,60,polygon,FALSE,TRUE,America/Chicago,3,55709 55764,1840043669
Little Falls,Little Falls,MN,Minnesota,27097,Morrison,27097,Morrison,45.9835,-94.3599,9411,450,polygon,FALSE,TRUE,America/Chicago,3,56345,1840042639
Iona,Iona,MN,Minnesota,27101,Murray,27101,Murray,43.9149,-95.7857,135,67,polygon,FALSE,TRUE,America/Chicago,3,56172 56141,1840042537
Lengby,Lengby,MN,Minnesota,27119,Polk,27119,Polk,47.5155,-95.6346,87,136,polygon,FALSE,TRUE,America/Chicago,3,56651,1840042622
Hugo,Hugo,MN,Minnesota,27163,Washington,27163,Washington,45.1671,-92.9588,14828,171,polygon,FALSE,TRUE,America/Chicago,3,55110 55038,1840043737
Barnum,Barnum,MN,Minnesota,27017,Carlton,27017,Carlton,46.5054,-92.6884,601,230,polygon,FALSE,TRUE,America/Chicago,3,55707,1840042071
Mankato,Mankato,MN,Minnesota,27013,Blue Earth,27013,Blue Earth,44.1711,-93.9773,61912,855,polygon,FALSE,TRUE,America/Chicago,3,56001 56002,1840042674
Winnebago,Winnebago,MN,Minnesota,27043,Faribault,27043,Faribault,43.7643,-94.1705,1351,221,polygon,FALSE,TRUE,America/Chicago,3,56098,1840043163
Greenwald,Greenwald,MN,Minnesota,27145,Stearns,27145,Stearns,45.6014,-94.8594,220,120,polygon,FALSE,TRUE,America/Chicago,3,56352 56335,1840042449
Eagle Lake,Eagle Lake,MN,Minnesota,27013,Blue Earth,27013,Blue Earth,44.1616,-93.8846,3030,757,polygon,FALSE,TRUE,America/Chicago,3,56024,1840042310
Kinney,Kinney,MN,Minnesota,27137,St. Louis,27137,St. Louis,47.5167,-92.7227,171,16,polygon,FALSE,TRUE,America/Chicago,3,55768 55710 55758,1840043825
Stewart,Stewart,MN,Minnesota,27085,McLeod,27085,McLeod,44.7236,-94.4868,547,261,polygon,FALSE,TRUE,America/Chicago,3,55385,1840043034
Argyle,Argyle,MN,Minnesota,27089,Marshall,27089,Marshall,48.3366,-96.8162,642,164,polygon,FALSE,TRUE,America/Chicago,3,56713,1840042049
Crookston,Crookston,MN,Minnesota,27119,Polk,27119,Polk,47.7747,-96.6062,7865,581,polygon,FALSE,TRUE,America/Chicago,3,56716,1840042251
St. Leo,St. Leo,MN,Minnesota,27173,Yellow Medicine,27173,Yellow Medicine,44.7173,-96.0526,93,142,polygon,FALSE,TRUE,America/Chicago,3,56264,1840042961
Oak Grove,Oak Grove,MN,Minnesota,27003,Anoka,27003,Anoka,45.3409,-93.3264,8735,99,polygon,FALSE,TRUE,America/Chicago,3,55011 55303 55005,1840108036
Seaforth,Seaforth,MN,Minnesota,27127,Redwood,27127,Redwood,44.4763,-95.331,83,32,polygon,FALSE,TRUE,America/Chicago,3,56287 56293,1840042988
Stephen,Stephen,MN,Minnesota,27089,Marshall,27089,Marshall,48.4518,-96.8769,646,320,polygon,FALSE,TRUE,America/Chicago,3,56757,1840043032
Tonka Bay,Tonka Bay,MN,Minnesota,27053,Hennepin,27053,Hennepin,44.9152,-93.5896,1561,642,polygon,FALSE,TRUE,America/Chicago,3,55331,1840043066
Motley,Motley,MN,Minnesota,27097,Morrison,27097,Morrison,46.3349,-94.6423,654,181,polygon,FALSE,TRUE,America/Chicago,3,56466,1840042743
Whipholt,Whipholt,MN,Minnesota,27021,Cass,27021,Cass,47.0436,-94.386,96,11,polygon,FALSE,FALSE,America/Chicago,3,56484,1840117626
Upsala,Upsala,MN,Minnesota,27097,Morrison,27097,Morrison,45.81,-94.5673,423,50,polygon,FALSE,TRUE,America/Chicago,3,56384 56340 56318 56382,1840043079
Olivia,Olivia,MN,Minnesota,27129,Renville,27129,Renville,44.7771,-94.9975,2350,375,polygon,FALSE,TRUE,America/Chicago,3,56277,1840042801
Callaway,Callaway,MN,Minnesota,27005,Becker,27005,Becker,46.982,-95.912,232,142,polygon,FALSE,TRUE,America/Chicago,3,56521,1840043746
Comstock,Comstock,MN,Minnesota,27027,Clay,27027,Clay,46.6595,-96.7466,96,161,polygon,FALSE,TRUE,America/Chicago,3,56525,1840042233
Odin,Odin,MN,Minnesota,27165,Watonwan,27165,Watonwan,43.8672,-94.7427,104,108,polygon,FALSE,TRUE,America/Chicago,3,56160,1840042796
Staples,Staples,MN,Minnesota,27153,Todd,27153|27159,Todd|Wadena,46.369,-94.8018,2766,239,polygon,FALSE,TRUE,America/Chicago,3,56479,1840043028
Mapleton,Mapleton,MN,Minnesota,27013,Blue Earth,27013,Blue Earth,43.9263,-93.9544,1703,452,polygon,FALSE,TRUE,America/Chicago,3,56065,1840042682
St. Francis,St. Francis,MN,Minnesota,27003,Anoka,27003,Anoka,45.3991,-93.3902,6595,127,polygon,FALSE,TRUE,America/Chicago,3,55330 55070,1840042956
Medford,Medford,MN,Minnesota,27147,Steele,27147,Steele,44.1685,-93.2472,1272,410,polygon,FALSE,TRUE,America/Chicago,3,55049,1840042702
Clitherall,Clitherall,MN,Minnesota,27111,Otter Tail,27111,Otter Tail,46.2745,-95.6309,105,221,polygon,FALSE,TRUE,America/Chicago,3,56524,1840042220
Tintah,Tintah,MN,Minnesota,27155,Traverse,27155,Traverse,46.0108,-96.3201,58,29,polygon,FALSE,TRUE,America/Chicago,3,56583,1840043064
Burtrum,Burtrum,MN,Minnesota,27153,Todd,27153,Todd,45.8658,-94.6874,137,93,polygon,FALSE,TRUE,America/Chicago,3,56318,1840042166
Kensington,Kensington,MN,Minnesota,27041,Douglas,27041,Douglas,45.7782,-95.697,298,323,polygon,FALSE,TRUE,America/Chicago,3,56343,1840042567
Fountain,Fountain,MN,Minnesota,27045,Fillmore,27045,Fillmore,43.7425,-92.1342,406,157,polygon,FALSE,TRUE,America/Chicago,3,55935,1840042384
Atwater,Atwater,MN,Minnesota,27067,Kandiyohi,27067,Kandiyohi,45.1356,-94.7769,1117,420,polygon,FALSE,TRUE,America/Chicago,3,56209,1840042058
Biwabik,Biwabik,MN,Minnesota,27137,St. Louis,27137,St. Louis,47.5551,-92.3233,981,42,polygon,FALSE,TRUE,America/Chicago,3,55705 55708,1840043762
Golden Valley,Golden Valley,MN,Minnesota,27053,Hennepin,27053,Hennepin,44.9901,-93.3591,21520,814,polygon,FALSE,TRUE,America/Chicago,3,55422 55427 55426 55416,1840042425
Lake St. Croix Beach,Lake St. Croix Beach,MN,Minnesota,27163,Washington,27163,Washington,44.9245,-92.7657,1073,736,polygon,FALSE,TRUE,America/Chicago,3,55043,1840042599
Naytahwaush,Naytahwaush,MN,Minnesota,27087,Mahnomen,27087,Mahnomen,47.2703,-95.6335,471,62,polygon,FALSE,FALSE,America/Chicago,3,56566,1840110469
